timestamp,amount,price,symbol,slippage_pct
2022-01-03 09:17:00+05:30,50.0,17482.55,NIFTY20220127FUT,0.001205509263236221
2022-01-04 09:17:00+05:30,50.0,36693.75,BANKNIFTY20220127FUT,0.0021042311295120237
2022-01-04 10:12:00+05:30,-50.0,17755.9,NIFTY20220127FUT,-5.068994649402733e-05
2022-01-05 12:35:00+05:30,-50.0,37697.0,BANKNIFTY20220127FUT,0.0003447361442588173
2022-01-07 09:17:00+05:30,50.0,37885.0,BANKNIFTY20220127FUT,-0.00025992977937631484
2022-01-12 09:17:00+05:30,-50.0,38784.05,BANKNIFTY20220127FUT,0.0012425223332123
2022-01-12 09:17:00+05:30,50.0,38794.05,BANKNIFTY20220127FUT,-0.0009850047511993881
2022-01-13 09:17:00+05:30,50.0,18245.75,NIFTY20220127FUT,0.0
2022-01-14 11:35:00+05:30,-50.0,38122.6,BANKNIFTY20220127FUT,-0.00021907816630259143
2022-01-17 09:17:00+05:30,-50.0,38571.55,BANKNIFTY20220127FUT,-0.0023921828506088413
2022-01-19 09:17:00+05:30,-50.0,18039.0,NIFTY20220127FUT,0.0010438673485491654
2022-01-19 09:17:00+05:30,-50.0,18039.0,NIFTY20220127FUT,0.0010438673485491654
2022-01-20 13:30:00+05:30,50.0,17763.9,NIFTY20220127FUT,0.0005576208178439482
2022-01-24 09:17:00+05:30,50.0,37473.95,BANKNIFTY20220127FUT,-0.0023892747519546798
2022-01-24 09:17:00+05:30,-50.0,17540.0,NIFTY20220127FUT,0.0002992262863168094
2022-01-24 09:17:00+05:30,-50.0,37463.95,BANKNIFTY20220127FUT,0.002655489208996984
2022-01-24 12:52:00+05:30,50.0,17242.85,NIFTY20220127FUT,0.0009752671099874477
2022-01-24 14:12:00+05:30,50.0,36526.0,BANKNIFTY20220127FUT,-0.0009709667272951055
2022-01-25 09:17:00+05:30,-50.0,36629.6,BANKNIFTY20220127FUT,-0.0015489589983854587
2022-01-25 09:59:00+05:30,50.0,37234.95,BANKNIFTY20220127FUT,0.0009731509795355244
2022-01-28 09:17:00+05:30,-50.0,38435.0,BANKNIFTY20220224FUT,0.0024358370415934697
2022-01-31 09:17:00+05:30,-50.0,17320.0,NIFTY20220224FUT,-0.0007309033445328983
2022-02-01 09:17:00+05:30,50.0,17485.65,NIFTY20220224FUT,-0.0004373102845088015
2022-02-02 09:17:00+05:30,50.0,38985.0,BANKNIFTY20220224FUT,0.0009050122272928581
2022-02-02 09:17:00+05:30,50.0,17725.0,NIFTY20220224FUT,0.0005362535632638085
2022-02-02 09:17:00+05:30,-50.0,38975.0,BANKNIFTY20220224FUT,-0.0006482711699048133
2022-02-04 09:22:00+05:30,-50.0,17510.7,NIFTY20220224FUT,-0.0008316115259642419
2022-02-04 12:13:00+05:30,50.0,38809.9,BANKNIFTY20220224FUT,0.00012756104569144829
2022-02-07 09:17:00+05:30,-50.0,17492.05,NIFTY20220224FUT,-0.001015777456035435
2022-02-07 09:17:00+05:30,-50.0,38875.1,BANKNIFTY20220224FUT,-0.0035106649354269977
2022-02-07 13:59:00+05:30,50.0,17133.6,NIFTY20220224FUT,-0.0003879756713000951
2022-02-08 10:42:00+05:30,50.0,37544.75,BANKNIFTY20220224FUT,-0.0003168546715428947
2022-02-11 09:17:00+05:30,50.0,17415.25,NIFTY20220224FUT,-0.0006226292744790025
2022-02-14 09:17:00+05:30,-50.0,17020.2,NIFTY20220224FUT,0.0008687995303785895
2022-02-17 09:17:00+05:30,50.0,17403.0,NIFTY20220224FUT,4.8844539324080345e-05
2022-02-21 09:17:00+05:30,-50.0,17201.95,NIFTY20220224FUT,0.0005606683864369273
2022-02-21 09:17:00+05:30,-50.0,17201.95,NIFTY20220224FUT,0.0005606683864369273
2022-02-21 09:17:00+05:30,-50.0,37512.5,BANKNIFTY20220224FUT,-0.0006548771005083743
2022-02-22 09:17:00+05:30,50.0,16953.35,NIFTY20220224FUT,0.0015655600421815047
2022-02-24 09:17:00+05:30,50.0,36378.2,BANKNIFTY20220224FUT,-0.0010174308840390472
2022-02-25 09:17:00+05:30,-50.0,16544.25,NIFTY20220331FUT,-0.0002569528415961306
2022-02-25 09:17:00+05:30,-50.0,36081.0,BANKNIFTY20220331FUT,-0.0026204125413000615
2022-02-25 09:46:00+05:30,50.0,36464.25,BANKNIFTY20220331FUT,0.0019811964942988676
2022-02-25 09:47:00+05:30,50.0,16660.0,NIFTY20220331FUT,0.0006817369576511335
